projectname,classification,commenttext
columba-1.4-src,DESIGN,// @author: fdietz // // The following line is not working - just don't know why // Main.mainClassLoader.addURLs((URL[]) urlList.toArray(new URL[0])); // // WORKAROUND: // // Modify the system class loader instead - horrible! But it works!
columba-1.4-src,DESIGN,"// // @author: fdietz // WORKAROUND: // we simply append URLs to the existing global class loader // and use the same as parent //  // Note, that we create a new URL classloader for every class // we instanciate. We might want to support hot-swapping // of changed classes later."
columba-1.4-src,DESIGN,//TODO (@author fdietz): i18n
columba-1.4-src,DESIGN,"// we can't use SystemClassLoader here, because that doesn't work // with java webstart // -> instead we use this.getClass().getClassLoader() // -> which seems to work perfectly"
columba-1.4-src,DESIGN,"// TODO (@author karlpeder): If existing meta tags are to be kept, code changes are // necessary"
columba-1.4-src,DESIGN,/* TODO create exception for this */
columba-1.4-src,DESIGN,//TODO: Should this be renamed to cLoc or something more appropriate than clock?
columba-1.4-src,DESIGN,// TODO (@author javaprog): better exception handling
columba-1.4-src,DESIGN,// TODO (@author fdietz): fix account info panel check
columba-1.4-src,DESIGN,// TODO (@author fdietz): move this to AbstractMessageFolder constructor // create filterlist datastructure
columba-1.4-src,DESIGN,//TODO (@author fdietz): i18n
columba-1.4-src,DOCUMENTATION,/* TODO add javadocs */
columba-1.4-src,DOCUMENTATION,"/**
	 * **FIXME** This function needs documentation
	 * 
	 * @return boolean
	 * @param XmlElement
	 *            E
	 *  
	 */"
columba-1.4-src,DOCUMENTATION,"/**
	 * **FIXME** This function needs documentation
	 * 
	 * @return String
	 * @param String
	 *            Name
	 *  
	 */"
columba-1.4-src,DOCUMENTATION,//TODO (@author fdietz): Add proper description here
columba-1.4-src,DOCUMENTATION,"/**
	 * **FIXME** This function needs documentation
	 * 
	 * Constructor
	 *  
	 */"
columba-1.4-src,DOCUMENTATION,"/**
	 * **FIXME** This function needs documentation
	 * 
	 * @param out
	 *            OutputStream to print the data to
	 *  
	 */"
columba-1.4-src,DOCUMENTATION,"/**
	 * **FIXME** This function needs documentation
	 * 
	 * Constructor
	 * 
	 * @param Name
	 *            String
	 * @param Data
	 *            String
	 *  
	 */"
columba-1.4-src,DOCUMENTATION,/*TODO create javadocs for class */
columba-1.4-src,DOCUMENTATION,"/**
	 * **FIXME** This function needs documentation
	 * 
	 * 
	 * @param Attrs
	 *            Hashtable to use as the attributes
	 *  
	 */"
columba-1.4-src,DOCUMENTATION,"/**
	 * **FIXME** This function needs documentation
	 * 
	 * @return XmlElement
	 * @param String
	 *            Path
	 *  
	 */"
columba-1.4-src,DOCUMENTATION,/*TODO add javadocs */
columba-1.4-src,DOCUMENTATION,"/**
	 * **FIXME** This function needs documentation
	 * 
	 * @return Vector
	 *  
	 */"
columba-1.4-src,DOCUMENTATION,"/**
	 * **FIXME** This function needs documentation
	 * 
	 * @return Enumeration
	 *  
	 */"
columba-1.4-src,DOCUMENTATION,"/**
	 * **FIXME** This function needs documentation
	 * 
	 * @return String
	 * @param String
	 *            Name
	 *  
	 */"
columba-1.4-src,DOCUMENTATION,"/**
	 * **FIXME** This function needs documentation
	 * 
	 * Constructor
	 * 
	 * @param String
	 *            Name
	 * @param Hashtable
	 *            Attributes
	 *  
	 */"
columba-1.4-src,DOCUMENTATION,"/**
	 * **FIXME** This function needs documentation
	 * 
	 * Constructor
	 * 
	 * @param String
	 *            Name
	 *  
	 */"
columba-1.4-src,IMPLEMENTATION,// not needed
columba-1.4-src,IMPLEMENTATION,// TODO: @author fdietz replace with regular expression
columba-1.4-src,IMPLEMENTATION,// TODO implement me!
columba-1.4-src,IMPLEMENTATION,//TODO (@author fdietz): implement
columba-1.4-src,IMPLEMENTATION,// TODO: @author fdietz replace with regular expression
columba-1.4-src,IMPLEMENTATION,// TODO implement validation
columba-1.4-src,IMPLEMENTATION,// TODO implement me!
columba-1.4-src,IMPLEMENTATION,"/**
	 * 
	 * create Subject headerfield in using the senders message subject and
	 * prepending ""Fwd:"" if not already there
	 * 
	 * @param header
	 *            A <code>ColumbaHeader</code> which contains the headerfields
	 *            of the message we want reply/forward.
	 * 
	 * FIXME (@author fdietz): we need to i18n this!
	 * 
	 */"
columba-1.4-src,IMPLEMENTATION,// TODO finish marshalling of all available properties
columba-1.4-src,IMPLEMENTATION,// TODO finish unmarshalling of all available properties
columba-1.4-src,IMPLEMENTATION,// TODO implement
columba-1.4-src,IMPLEMENTATION,// TODO: @author fdietz replace with regular expression
columba-1.4-src,IMPLEMENTATION,//TODO (@author fdietz): implement
columba-1.4-src,IMPLEMENTATION,// TODO: implement this
columba-1.4-src,IMPLEMENTATION,// not implemented yet
columba-1.4-src,IMPLEMENTATION,"/**
	 * 
	 * create subject headerfield in using the senders message subject and
	 * prepending ""Re:"" if not already there
	 * 
	 * @param header
	 *            A <code>ColumbaHeader</code> which contains the headerfields
	 *            of the message we want reply/forward.
	 * 
	 * FIXME (@author fdietz): we need to i18n this!
	 */"
columba-1.4-src,IMPLEMENTATION,// TODO: implement this
columba-1.4-src,IMPLEMENTATION,// TODO (@author karlpeder): Implementation of undo/redo missing
columba-1.4-src,IMPLEMENTATION,"// html - quoting is done by inserting a div around the // message formattet with a blue line at left edge // TODO (@author fdietz): Implement quoting (font color, stylesheet, // blockquote???)"
columba-1.4-src,IMPLEMENTATION,// TODO: @author fdietz replace with regular expression
columba-1.4-src,IMPLEMENTATION,// TODO (@author fdietz): show error dialoghere
columba-1.4-src,IMPLEMENTATION,// TODO (@author karlpeder): Implementation of undo/redo missing
columba-1.4-src,IMPLEMENTATION,// TODO (@author fdietz): add error dialog
columba-1.4-src,IMPLEMENTATION,// TODO (@author fdietz): add error dialog
columba-1.4-src,IMPLEMENTATION,// not needed
columba-1.4-src,IMPLEMENTATION,// TODO: Show dialog
columba-1.4-src,IMPLEMENTATION,// TODO: @author fdietz replace with regular expression
columba-1.4-src,IMPLEMENTATION,// TODO (@author fdietz): make i18n!
columba-1.4-src,IMPLEMENTATION,// TODO (@author javaprog):sizeComboBox can be enabled as // paragraphComboBox when implemented
columba-1.4-src,IMPLEMENTATION,//TODO: Add dialog to inform user that the smtp server // does not support authentication
columba-1.4-src,IMPLEMENTATION,// TODO @author hubms show if there is already a virtual folder for // this tag
columba-1.4-src,IMPLEMENTATION,// update status message // TODO (@author fdietz): i18n
columba-1.4-src,IMPLEMENTATION,// TODO (@author karlpeder): Implementation of undo/redo missing
columba-1.4-src,IMPLEMENTATION,//TODO (@author fdietz): keep track of progress here
columba-1.4-src,IMPLEMENTATION,// TODO localize filter action names
columba-1.4-src,IMPLEMENTATION,//TODO (@author fdietz):  i18n
columba-1.4-src,IMPLEMENTATION,// TODO implement clear()
columba-1.4-src,IMPLEMENTATION,// TODO (@author fdietz):: implement action for font size combo box!
columba-1.4-src,IMPLEMENTATION,// TODO (@author fdietz):  i18n
columba-1.4-src,IMPLEMENTATION,// TODO localize filter action names
columba-1.4-src,IMPLEMENTATION,// TODO: @author fdietz replace with regular expression
columba-1.4-src,IMPLEMENTATION,// FIXME threaded-view auto collapse
columba-1.4-src,IMPLEMENTATION,// TODO (@author karlpeder): Implementation of undo/redo missing
columba-1.4-src,TEST,// TODO (@author fdietz):: implement test
columba-1.4-src,TEST,"/**
 * Test cases for generating subject lines, when replying and/or forwarding
 * messages
 * <p>
 *
 * TODO: Re:[columba-devel]test-subject
 *
 * @author fdietz
 */"
columba-1.4-src,TEST,//TODO: Test Mac keyboard accelerator changes done here by mlivingstone // shortcut key
columba-1.4-src,TEST,// FIXME missing full tests for leap year
columba-1.4-src,TEST,"// TODO: fix testcase //assertEquals(""filter result"", true, result);"
columba-1.4-src,TEST,"/**
	 * Gets the location of an external commandline tool.
	 * <p>
	 * TODO: test this method
	 * 
	 * @param toolID
	 *            id of tool
	 * @return location of tool
	 */"
emf-2.4.1,DEFECT,"// Bug 124306: we should rely on XMLCalendar to normalize Dave value, to ensure that all Date value // fields are taken into account."
emf-2.4.1,DEFECT,// is this an error???
emf-2.4.1,DEFECT,//FB Won't compile with VAJ or NO_JIKES  //FB Object adapter = adapterFactory.adapt(mapping);
emf-2.4.1,DEFECT,// EATM must fix isSet bits.
emf-2.4.1,DEFECT,// EATM must fix isSet bits.
emf-2.4.1,DEFECT,// is this an error???
emf-2.4.1,DEFECT,// line comments at the end of annotations are not a part of the range of annotation // TODO is not including line comments at the end of annotations a bug?
emf-2.4.1,DEFECT,// EATM in JDK 1.4 there will be an indexOf on StringBuffer. //
emf-2.4.1,DESIGN,// TODO factor up into GenBaseImpl //
emf-2.4.1,DESIGN,// EATM Call the deprecated method which does the same thing  // but might have an override in older code.
emf-2.4.1,DESIGN,// TODO factor up into GenBaseImpl //
emf-2.4.1,DESIGN,// Unused?
emf-2.4.1,DESIGN,// TODO factor up into GenBaseImpl? //
emf-2.4.1,DESIGN,// call workaround
emf-2.4.1,DESIGN,// TODO deprecate (since getPluginClass() is no longer called) //
emf-2.4.1,DESIGN,// Ensure that this race condition is thread safe; it doesn't matter who wins the race. //
emf-2.4.1,DESIGN,// TODO factor up into GenBaseImpl? //
emf-2.4.1,DESIGN,"// TODO // This assumes we only get a SET notification, which isn't a good assumption. //"
emf-2.4.1,DESIGN,//DMS handle this well.
emf-2.4.1,DESIGN,// Unused?
emf-2.4.1,DESIGN,//FB TBD can we come up with a better algorithm for choosing the default label feature?
emf-2.4.1,DESIGN,//DMS should we let this exception out?
emf-2.4.1,DESIGN,"//DMS What if Eclipse is running, but an invalid facade has been specified?  We still should format code, use encoding,..."
emf-2.4.1,DESIGN,//DMS  Do a better job with specific exceptions? Just use chained RuntimeExceptions?
emf-2.4.1,DESIGN,"// If the delegate URI can be handled as a file,  // we'll hope that renaming it will be really efficient. //"
emf-2.4.1,DESIGN,"//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));"
emf-2.4.1,DESIGN,// Assume that it's an attribute for now. // It will/could become a reference if the type resolves to an EClass. //
emf-2.4.1,DESIGN,"// Do nothing for now, and avoid propagating the exception.   // How should builders handle cancel?"
emf-2.4.1,DESIGN,"// this is a fall-back, however, this should never be called"
emf-2.4.1,DESIGN,// TODO fix the space above
emf-2.4.1,DESIGN,// TODO REMOVE THIS BOGUS EMPTY LINE
emf-2.4.1,DESIGN,// TODO handle class cast exception better.
emf-2.4.1,DESIGN,// I don't know if we should be run this deferred  // because we might have to give the editor a chance to process the viewer update events  // and hence to update the views first. //  //
emf-2.4.1,DESIGN,// This is a big festering hack to make the images the right size from the start. //
emf-2.4.1,DESIGN,// EATM Demand create metadata; needs to depend on processing mode...
