@relation comments-weka.filters.unsupervised.instance.RemovePercentage-P50.0
@attribute comment string
@attribute classification {TEST,IMPLEMENTATION,DESIGN,DEFECT,DOCUMENTATION}
@data
'// TODO (@author fdietz): i18n','DESIGN'
'/*TODO move resources to a resource file */','DESIGN'
'// TODO: use UndoableEditEvent to make this really work','DESIGN'
'// TODO: Should we take some action to ensure signature is valid // html?','DESIGN'
'/* XXX should this be fired by a different thread? */','DESIGN'
'//TODO:add a configuration of the cache size','DESIGN'
'/**\n\t * Command executes the search.\n\t * <p>\n\t * In case new result results arrive, it ensures that all interested\n\t * listeners are notified from inside the EDT.\n\t * <p>\n\t * FIXME: fdietz: No locking of folders currently implemented! TODO: fdietz:\n\t * create new Command for every provider to introduce real "parallel" search\n\t * \n\t * @author fdietz\n\t */','DESIGN'
"/*XXX this is not thread-safe, though luck. It isn't supposed to be. */",'DESIGN'
'// TODO (@author fdietz): move this to AbstractMessageFolder constructor','DESIGN'
'//TODO: Should this be renamed to cLoc or something more appropriate than clock?','DESIGN'
'/*\n         * TODO (@author karlpeder): Guess that right thing to do is to get height as getDrawingSize().getHeight(),\n         * since this should take top- and bottom margin of this print\n         * object into account. But the height seems not to be set\n         * correctly in computePositionAndSize() (*20030604, karlpeder*)\n         */','DESIGN'
"// we can't use SystemClassLoader here, because that // wouldn't work with java webstart, // ResourceBundle uses its own internal classloader // if no classloader is given //  -> set classloader = null",'DESIGN'
"//  // Note: We intentionally don't remember internal plugins, because // we don't want them to appear in the plugin manager currently. //  // TODO: improve plugin manager dialog to support internal plugins // which can't be removed, etc.",'DESIGN'
'// FIXME calendar?','DESIGN'
'// TODO @author hubms have this flags, until the speed of the entitymanager // is improved','DESIGN'
'// cleanup: remove port number file','DESIGN'
"// TODO: There's probably a better way to do this hack...",'DESIGN'
"/*TODO before inserting, find out if there's already a menu item\n     * with the same action command. if so, replace it, otherwise insert new\n     */",'DESIGN'
'// TODO (@author fdietz): add import feature','DESIGN'
'//TODO (@author fdietz): i18n','DESIGN'
'// TODO (@author hubms): implement custom menuitem renderer','DESIGN'
'// TODO @author fdietz: no paging used currently // show only first 5 results','DESIGN'
'// TODO (@author fdietz): i18n','DESIGN'
'// real stupid recreation of whole menu model','DESIGN'
'// TODO @author fdietz: no paging used currently // show only first 5 results','DESIGN'
'// TODO: throw IllegalArgumentException in case a variable == null','DESIGN'
'//TODO (@author fdietz): associate help with button and root pane','DESIGN'
'// FIXME -- This will most likely not work. //          You want the element removed if the contents are the same //          Not just if the element reference is the same.','DESIGN'
'// // @author: fdietz // using shutdown-manager is wrong here, because this // automatically also calls the FrameManager, which  // also starts a second shutdown thread // -> This leads into two parallel shutdown thread which // -> is why sometimes config-files, etc. get messed up //        ','DESIGN'
'// @author fdietz: hackish way of creating a search toolbar //JToolBar searchToolBar = new ExtendableToolBar();','DESIGN'
'/**\n * A Command uses the information provided from {@link DefaultCommandReference}\n * to execute itself.\n * <p>\n * TODO: remove IFrameMediator dependency\n * \n * @author Timo Stich <tstich@users.sourceforge.net>\n */','DESIGN'
"// manually rewrite the connection url, because // if there is no rewrite the database files are created // in the starting directory, we don't want that!",'DESIGN'
'// TODO: fix updateActions //enableActions(getCurrentOwner());','DESIGN'
'// TODO: @author hubms check what is neccessary // remove old filters // searchFolder.getFilter().getFilterRule().removeAll(); // add filter criteria // searchFolder.getFilter().getFilterRule().add(c);','DESIGN'
'//TODO Let the AttachmentViewer get the focus so that this works','DESIGN'
'//TODO: Open in message frame //TODO: Handle also message attachments from OpenInComposer action','DESIGN'
'// TODO (@author fdietz): add central place, which keeps a list of all possible //       colors, and provides a custom color configuration possibility','DESIGN'
'// @TODO dont use deprecated method','DESIGN'
'// TODO (@author fdietz): implement custom menuitem renderer','DESIGN'
'// TODO (@author fdietz): i18n','DESIGN'
'//TODO (@author fdietz): i18n','DESIGN'
'// FIXME (@author fdietz): Do we need this implementation in a TempFolder? // If not, just put an empty method here, just like in VirtualFolder.','DESIGN'
'// TODO (@author fdietz): i18n','DESIGN'
'// TODO Ristretto should handle the logging of streams in another // way.','DESIGN'
'// TODO (@author fdietz): All this code for creating a new // IMAPRootFolder should // be moved to a FolderFactory // -> this way "path" would be handled in the factory, too // parent directory for mail folders // for example: ".columba/mail/" // String path = // MailConfig.getInstance().getConfigDirectory().getPath();','DESIGN'
'// turn of focus stealing (workaround should be removed in the // future!)','DESIGN'
'// wait, if there is an active transaction // TODO @author hubms retrycount!','DESIGN'
'/**\n\t * this regular expression should cover anything from a@a.pt or a@a.com to\n\t * a@a.info. Permits usage of invalid top domains though.\n\t * <p>\n\t * [bug] fdietz: added "." and "-" as regular characters\n\t * (example:mail@toplevel.mail.de)\n\t * <p>\n\t * TODO: see if we can replace the matching code with Ristretto stuff\n\t *\n\t */','DESIGN'
'// @author: fdietz // This is a workaround. Generally, the contact dialog editor // should ensure that all necessary fields are available // ','DESIGN'
'// TODO: replace view with more detailed info view','DESIGN'
'// TODO we should check if we need an vector or better another list // implementation; checking also, if the list // must be syncronized or not (performance)','DESIGN'
'// FIXME is this correct for','DESIGN'
'//TODO (@author fdietz): i18n','DESIGN'
'//TODO externalize string //$NON-NLS-1$','DESIGN'
'// TODO: multiplicity checks','DESIGN'
'// TODO (@author fdietz): until we can get all the settings update // immediately // we just open a message box, telling the user to restart','DESIGN'
'// TODO: real IM status here','DESIGN'
'// FIXME: should we align the menu to the left instead? // menu.show(b, b.getWidth() - menu.getWidth(), b.getHeight());','DESIGN'
'// TODO (@author fdietz): i18n','DESIGN'
'// TODO (@author fdietz): i18n','DESIGN'
'// @author: tstich // Its better to call the Shutdownmanager // since the above is called automatically from it. // ShutdownManager is modified to allow one shutdown // call only, so we never should have multi-shutdown // problems again.','DESIGN'
'/* TODO should come up with a better name for the menu item */','DESIGN'
'// TODO: throw IllegalArgumentException in case a variable == null','DESIGN'
'// TODO @author fdietz: no paging used currently // show only first 5 results','DESIGN'
'// TODO: use UndoableEditEvent to make this really work','DESIGN'
'// TODO (@author fdietz): add export feature','DESIGN'
'// TODO @author fdietz: no paging used currently // show only first 5 results','DESIGN'
'// Since Columba is doing its own logging handlers, we should not // use handlers in the parent logger.','DESIGN'
'//TODO (@author fdietz): i18n','DESIGN'
"// The JavaHelp can't be added to a BorderLayout because it // isnt' a component. For this demo we'll use the embeded method // since we don't want a Frame to be created.",'DESIGN'
'// @author: fdietz // // PROBLEM: Extensions don\'t run using Java Webstart (JWS) //  // Even though we assign "all-permission" in our columba.jnlp file, this // only applies // to the initial Java Webstart classloader. But, we create our own // classloaders for // loading extensions. These classloaders don\'t have the same permission // settings anymore.','DESIGN'
'// what to do here? we could start a new server...','DESIGN'
'// WORKAROUND: //  // System.setSecurityManager(null); // // This call effectly disables the sandbox mode and seems to work fine. // // Below I use another way. The policy for all classloaders is set to // "all-permissions". // Don\'t really know the difference though.','DESIGN'
'// For the Mac ScreenBarMenus to work, this must be declared before // *ANY* AWT / Swing gets initialised. Do *NOT* move it to plugin init // location because that is too late...','DESIGN'
"// kids - don't do this at home",'DESIGN'
"// @author: fdietz // // The following line is not working - just don't know why // Main.mainClassLoader.addURLs((URL[]) urlList.toArray(new URL[0])); // // WORKAROUND: // // Modify the system class loader instead - horrible! But it works!",'DESIGN'
'// // @author: fdietz // WORKAROUND: // we simply append URLs to the existing global class loader // and use the same as parent //  // Note, that we create a new URL classloader for every class // we instanciate. We might want to support hot-swapping // of changed classes later.','DESIGN'
'//TODO (@author fdietz): i18n','DESIGN'
"// we can't use SystemClassLoader here, because that doesn't work // with java webstart // -> instead we use this.getClass().getClassLoader() // -> which seems to work perfectly",'DESIGN'
'// TODO (@author karlpeder): If existing meta tags are to be kept, code changes are // necessary','DESIGN'
'/* TODO create exception for this */','DESIGN'
'//TODO: Should this be renamed to cLoc or something more appropriate than clock?','DESIGN'
'// TODO (@author javaprog): better exception handling','DESIGN'
'// TODO (@author fdietz): fix account info panel check','DESIGN'
'// TODO (@author fdietz): move this to AbstractMessageFolder constructor // create filterlist datastructure','DESIGN'
'//TODO (@author fdietz): i18n','DESIGN'
'/* TODO add javadocs */','DOCUMENTATION'
'/**\n\t * **FIXME** This function needs documentation\n\t * \n\t * @return boolean\n\t * @param XmlElement\n\t *            E\n\t *  \n\t */','DOCUMENTATION'
'/**\n\t * **FIXME** This function needs documentation\n\t * \n\t * @return String\n\t * @param String\n\t *            Name\n\t *  \n\t */','DOCUMENTATION'
